Date,SZ,DFM,NXZ50,Russia,WIG,SET,Singapore,Italy
2024/4/15,3057.38,4243.78,11916.78,1167.62,83173.12,,3183.61,33954.28
2024/4/12,3019.47,,11931.32,1165.87,82864.67,,3216.91,33764.15
2024/4/11,3034.25,,11934.31,1161.43,83492.28,1396.38,3227.61,33713.94
2024/4/10,3027.33,,11971.92,1158.68,84406.4,1408.17,,34039.63
2024/4/9,3048.54,,11917.93,1157.95,83705.16,1401.11,3237.52,33946.29
2024/4/8,3047.05,,11973.59,1163.17,84664.91,,3215.99,34315.96
2024/4/5,,4244.15,12012.24,1156.92,83642.11,1375.58,3218.26,34010.88
2024/4/4,,4246.67,11940.35,1164.39,83866.96,1373.89,3235.01,34454.58
2024/4/3,3069.3,4240.05,12015.31,1157.82,82863.21,1375.69,3222.66,34480.87
2024/4/2,3074.96,4269.4,12031.6,1149.46,82895.6,1379.46,3247.72,34325.23
2024/4/1,3077.38,4263.29,12045.78,1147.3,,1379.48,3234.89,
2024/3/29,3041.17,4246.27,,1135.73,,1377.94,,
2024/3/28,3010.66,4232.94,12105.29,1126.27,82745.58,1370.34,3224.01,34750.35
2024/3/27,2993.14,4231.79,11977.98,1128.36,81560.33,1380.83,3251.71,34759.69
2024/3/26,3031.48,4246.23,12008.02,1115.48,81286.31,1377.23,3233.33,34688.17
2024/3/25,3026.31,4281.55,12006.96,1113.5,80081.15,1372.49,3198.1,34639.41
2024/3/22,3048.03,4280.35,11978.62,1111.78,80992.64,1381.04,3217.97,34343.61
2024/3/21,3077.11,4277.61,11966.04,1124.14,81814.93,1387.62,3220.37,34327.95
2024/3/20,3079.69,4291.37,11785.44,1114.8,79709.28,1373.18,3177.48,34293.29
2024/3/19,3062.76,4272.76,11775.94,1111.56,79698.76,1382.46,3173.55,34262.36
2024/3/18,3084.93,4275.38,11744.85,1129.5,79997.2,1385.94,3171.93,33940.96
2024/3/15,3054.64,4262.48,11766.98,1119.66,80199.35,1386.04,3172.96,33940.03
2024/3/14,3038.23,4290.34,11742.13,1133.12,81787.89,1394.93,3186.4,33786.18
2024/3/13,3043.83,4259.24,11772.2,1142.39,81647.32,1384.51,3160.72,33885.43
2024/3/12,3055.94,4252.77,11829.18,1144.53,81916.43,1379.63,3141.47,33753.12
2024/3/11,3068.46,4248.1,11853.23,1153.65,80359.43,1380.23,3138.42,33315.07
2024/3/8,3046.02,4253.08,11923.72,,80199.54,1386.42,3147.09,33403.8
2024/3/7,3027.4,4236.98,11803.93,1152.12,79879.2,1372.16,3133.78,33418.68
2024/3/6,3039.93,4248.3,11795.9,1151.68,80742.03,1370.55,3136.14,33363.84
2024/3/5,3047.79,4245.8,11753.02,1147.64,80537.55,1359.26,3107.1,33146.16
2024/3/4,3039.31,4326.62,11704.51,1137.53,81264.27,1362.59,3122.21,32912.34
2024/3/1,3027.02,4356.61,11744.39,1122.32,82172.36,1367.42,3135.76,32934.29
2024/2/29,3015.17,4308.77,11741.47,1127.32,81944.56,1370.67,3141.85,32580.94
2024/2/28,2957.85,4290.38,11763.32,1114.87,81661.42,1382.05,3138.93,32617.96
2024/2/27,3015.48,4272.55,11694.6,1097.34,83007.32,1393.7,3157.32,32706.44
2024/2/26,2977.02,4223.25,11669.14,1097.4,83116.29,,3171.12,32557.81
2024/2/23,3004.88,4225.9,11719.82,,83265.56,1398.14,3184.91,32700.92
2024/2/22,2988.36,4229.21,11690.25,1064.44,82464.52,1402.47,3222.94,32356.26
2024/2/21,2950.96,4254.99,11590.47,1068.09,81412.34,1393.61,3217.11,32018.4
2024/2/20,2922.73,4277.36,11571.22,1093.57,81780.51,1381.07,3244.06,31701.48
2024/2/19,2910.54,4272.96,11601.44,1105.63,80827.33,1387.33,3225.91,31676.05
2024/2/16,,4258.78,11724.48,1107.33,80147.01,1386.27,3221.94,31732.39
2024/2/15,,4238.95,11642.21,1113.65,79333.22,1387.27,3176.69,31694.44
2024/2/14,,4223.48,11648.93,1122.52,79421.21,1385.11,3139.07,31329.38
2024/2/13,,4219.31,11669.05,1123.08,78038.67,1391.73,3141.87,31134.17
2024/2/12,,4210.96,11722.57,1120.94,79424.63,1389.3,,31456.73
2024/2/9,,4183.86,11862.95,1122.38,78450.66,1388.37,3138.3,31156.06
2024/2/8,2865.9,4159.1,11872.33,1124.94,78711.66,1388.6,3142.91,31064.15
2024/2/7,2829.7,,11952.17,1124.71,79473.35,1400.02,3156.15,30976.02
2024/2/6,2789.49,4153.74,11886.34,1119.01,79150.11,1396.96,3125.68,31116.75
2024/2/5,2702.19,4230.7,11928.7,1123.72,79002.75,1383.93,3134.29,30952.79
2024/2/2,2730.15,4228.74,11931.23,1117.31,79575.14,1384.08,3179.77,30717.95
2024/2/1,2770.74,4220.35,11916.78,1124.67,78417.88,1367.96,3143.06,30689.11
2024/1/31,2788.55,4169.08,11872.1,1125.63,77416.31,1364.52,3153.01,30744.24
2024/1/30,2830.53,4168.43,11914.4,1122.53,76072.25,1373.14,3150.04,30623.27
2024/1/29,2883.36,4170.59,11871.02,1125.22,75347.11,1376.28,3140.31,30233.61
2024/1/26,2910.22,4163.33,11875.03,1109.95,75683.59,1368.15,3159.53,30379.33
2024/1/25,2906.11,4173.55,11889.63,1119.39,75219.71,1376.09,3147.64,30157.8
2024/1/24,2820.77,4181.47,11856.61,1124.09,75351.32,1381.19,3153.33,30338.35
2024/1/23,2770.98,4107.52,11802.88,1130.09,74601.92,1356.54,3135.25,30077.46
2024/1/22,2756.34,4081.24,11687.18,1136.91,74954.24,1369.92,3149.12,30182.32
2024/1/19,2832.28,4081.71,11666.07,1130.05,74774.93,1382.51,3152.29,30283.61
2024/1/18,2845.78,4052.78,11687.18,1124.98,74367.89,1377.93,3139.78,30350.53
2024/1/17,2833.62,4090.64,11767.03,1129.77,73582.3,1380.65,3142.22,30098.86
2024/1/16,2893.99,4082.34,11770.76,1141.33,74950.09,1401.72,3184.99,30337.62
2024/1/15,2886.29,4101.29,11780.93,1145.27,75127.54,1407.02,3199.42,30327.72
2024/1/12,2881.98,4104.11,11858.31,1136.06,76106.23,1413.53,3191.72,30470.55
2024/1/11,2886.65,4117.98,11803.02,1131.92,76042.95,1408.24,3201.41,30249.16
2024/1/10,2877.7,4130.02,11769.4,1115.51,76840.58,1413.52,3179.96,30450.78
2024/1/9,2893.25,4117.72,11844.39,1106.12,77268.35,1414.93,3197.96,30408.78
2024/1/8,2887.54,4089.4,11751.2,1089.72,76876.5,1418.45,3187.02,30569.92
2024/1/5,2929.18,4087.99,11748.48,1087.35,76593.76,1427.96,3184.3,30440.95
2024/1/4,2954.35,4087.35,11759.11,1082.11,76827.85,1434.59,3174.01,30403.96
2024/1/3,2967.25,4077.58,11730.13,1073.14,77053.98,1429.62,3199.44,30100.84
2024/1/2,2962.28,4091.05,11770.49,,77451.31,1433.38,3229.95,30524.63
2024/1/1,,,11770.49,,,,,
2023/12/29,2974.93,4059.8,11770.49,1083.48,78459.91,,3240.27,30351.62
2023/12/28,2954.7,4049.53,11755.01,1090.93,78937.48,1415.85,3214.4,30331.17
2023/12/27,2914.61,4038.32,11676.02,1068.71,79246.98,1410.43,3170.76,30421.51
2023/12/26,2898.88,4028.88,11611.13,1063.05,,1413.45,3139.98,
2023/12/25,2918.81,4018.14,,1063.67,,1408.83,,
2023/12/22,2914.78,4022.92,11634.43,1057.58,78667.79,1405.09,3140.32,30353.29
2023/12/21,2918.71,4005.32,11627.99,1051.87,78723.4,1404.84,3112.5,30274.26
2023/12/20,2902.11,4014.28,11579.8,1075.11,78555.5,1400.37,3108.03,30361.21
2023/12/19,2932.39,3997.58,11617.37,1074.4,78742.72,1394.9,3116.62,30363.53
2023/12/18,2930.8,3990.6,11511.28,1075.5,78144.18,1393.41,3113.23,30241.02
2023/12/15,2942.56,4001.1,11550.2,1060.64,77647.1,1391.03,3116.51,30373.89
2023/12/14,2958.99,3982.07,11552.88,1055.45,77407.14,1378.94,3122.95,30359.06
2023/12/13,2968.76,3939.31,11475.77,1062.67,76948.6,1357.97,3104.26,30295.69
2023/12/12,3003.44,3937.28,11382.58,1056.02,76840.65,1373.92,3102.31,30342.15
2023/12/11,2991.44,3934.52,11435.58,1047.95,77389.38,,3090.2,30426.58
2023/12/8,2969.56,3951.52,11495.64,1054.28,77111.85,1380.99,3110.73,30403.9
2023/12/7,2966.21,3956.26,11496.61,1051.21,76516.02,1378.73,3074.26,30121.77
2023/12/6,2968.93,3969.17,11463.49,1045.28,77161.39,1389.55,3087.24,30326.29
2023/12/5,2972.3,3978.2,11356.99,1066.13,76867.53,,3077.16,30082.88
2023/12/4,3022.91,,11323.61,1076.99,76343.08,1383.54,3084.08,29914.09
2023/12/1,3031.64,3987.75,11367.51,1095.28,76319.05,1380.31,3090.31,29928.45
2023/11/30,3029.67,3992.36,11330.2,1115.01,74264.07,1380.18,3072.99,29737.38
2023/11/29,3021.69,3999.58,11235.94,1128.01,74512.08,1387.69,3084.7,29688.45
2023/11/28,3038.55,4008.61,11237.38,1128.61,75010.76,1401.42,3065.94,29376.74
2023/11/27,3031.7,3994.59,11156.47,1132.05,73969.84,1393.42,3086.42,29342.29
2023/11/24,3040.97,3992,11211.22,1143.15,74469.99,1397.43,3094.81,29432.3
2023/11/23,3061.86,3984.99,11184.94,1148.97,74444.82,1406.61,3111.75,29235.71
2023/11/22,3043.61,3996.99,11141.04,1151.94,74733.66,1414.15,3114.92,29154.91
2023/11/21,3067.93,3985.04,11131.38,1154.39,74711.48,1423.61,3096.34,29153.42
2023/11/20,3068.32,4002.44,11207.46,1142.51,74783.93,1419.44,3111.58,29541.9
2023/11/17,3054.37,3994.54,11176.97,1122.1,74091.85,1415.78,3124.67,29498.43
2023/11/16,3050.93,3984.52,11230.87,1129.22,73738.01,1415.34,3133.05,29258.1
2023/11/15,3072.83,3960.77,11352.84,1134.24,73688.49,1415.17,3132.12,29466.93
2023/11/14,3056.07,3973.21,11173.28,1116.97,74171.3,1386.04,3104.66,29344.43
2023/11/13,3046.53,3982.93,11082.22,1117.43,71199.05,1387.13,,28925.26
2023/11/10,3038.97,3969.28,11140.4,1107.44,71545.8,1389.57,3106.68,28504.43
2023/11/9,3053.28,3929.41,11197.66,1108.87,72411.6,1404.97,3135.32,28644.09
2023/11/8,3052.37,3965.21,11151.3,1113.03,71542.19,1411.77,3129.72,28433.33
2023/11/7,3057.27,3989.71,11223.86,1107.2,72266.7,1408.3,3173.81,28395.9
2023/11/6,3058.41,3956.96,11179.89,1103.78,72823.52,1417.21,3180.53,28592.6
2023/11/3,3030.8,3929.81,11118.92,1093.74,72473.24,1419.76,3143.66,28674.83
2023/11/2,3009.41,3913.42,11044.44,1079.82,71835.07,1403.99,3082.49,28479.39
2023/11/1,3023.08,3892.55,10850.92,1088.42,,1379.96,3076.77,27985.44
2023/10/31,3018.77,3877.08,10757.69,1079.88,71582.26,1381.83,3067.74,27741.91
2023/10/30,3021.55,3838.76,10761.61,1094.37,71023.24,1395.85,3064.29,27339.91
2023/10/27,3017.78,3786.55,10766.82,1079.07,70290.31,1388.23,3061.85,27287.45
2023/10/26,2988.3,3782.04,10848.54,1084.78,70779.06,1371.22,3071.31,27507.9
2023/10/25,2974.11,3841.12,10884.04,1103.6,70221.81,1401.7,3078.78,27428.6
2023/10/24,2962.24,3741.51,10960.62,1102.37,69219.49,1391.03,3083.88,27572.74
2023/10/23,2939.29,3729.91,10963.84,1091.16,68128.89,,3053.36,27558.78
2023/10/20,2983.06,3751.57,10994.08,1081.29,68361.11,1399.35,3076.69,27357
2023/10/19,3005.39,3808.25,11135.58,1056.54,69156.94,1423.04,3099.6,27746.82
2023/10/18,3058.71,3883.06,11221.48,1051.17,70474.84,1437.85,3136.62,28135.79
2023/10/17,3083.5,3937.46,11214.37,1046.79,71222.64,1433.4,3171.83,28367.36
2023/10/16,3073.81,3943.35,11185.08,1047,69960.65,1427.11,3163.89,28391.6
2023/10/13,3088.1,3965.05,11265.72,1034.11,67061.9,,3185.79,28237.02
2023/10/12,3107.9,4057.2,11292.58,1026.42,66682.65,1450.75,3218.69,28493.35
2023/10/11,3078.96,4082.24,11306.44,1005.24,67053.03,1455.99,3192.87,28419.06
2023/10/10,3075.24,4051.12,11293.38,996.56,66571.49,1434.45,3199.07,28318.22
2023/10/9,3096.92,4056.04,11176.71,1006.92,65008.48,1431.72,3166.51,27682.06
2023/10/6,,4164.61,11287.03,987.14,63903.35,1438.45,3174.39,27810.61
2023/10/5,,4142.92,11309.1,982.6,63799.77,1452.55,3155.1,27490.81
2023/10/4,,4192.29,11235.05,991.35,64282.18,1451.25,3147.39,27435.59
2023/10/3,,4201.84,11235.72,993.74,63776.83,1447.3,3192.35,27482.21
2023/10/2,,4183.14,11192.55,992.18,64190.54,1469.46,3208.86,27849.65
2023/9/29,,,11296.43,1007.58,65397.43,1471.43,3217.41,28243.26
2023/9/28,3110.48,4163.58,11178.03,1011.04,64417.96,1482.14,3206.99,28163.03
2023/9/27,3107.32,,11316.81,999.22,64884.38,1497.15,3200.03,28012.3
2023/9/26,3102.27,4154.11,11342.87,998.49,65760.08,1494.02,3215.07,28098.88
2023/9/25,3115.61,4182.06,11385.57,997.09,65788.09,1507.36,3215.4,28382.19
2023/9/22,3132.43,4168.55,11372.62,999.99,66519.31,1522.59,3204.82,28575.9
2023/9/21,3084.7,4179.68,11318.74,988.12,66528.72,1514.26,3202.81,28708.55
2023/9/20,3108.57,4138.4,11324.82,1002.54,67293.01,1507.9,3242,29229.3
2023/9/19,3124.96,4074.72,11344.52,1003.35,66136.36,1522.96,3240.75,28757.63
2023/9/18,3125.93,4048.42,11397,1024.52,66439.42,1527.57,3263.39,28585.86
2023/9/15,3117.74,4043.4,11347.73,1029.15,67368.11,1542.03,3280.69,28895.39
2023/9/14,3126.55,4034,11313.53,1018.31,67199.88,1545.14,3249.51,28872.73
2023/9/13,3123.07,4050.64,11357.12,1030.65,66663.75,1535.31,3218.93,28481.77
2023/9/12,3137.06,4060.95,11298.7,1049.65,66559.85,1545.5,3214.46,28584.58
2023/9/11,3142.78,4070.17,11302.41,1033.5,66466.05,1540.94,3218.28,28525.1
2023/9/8,3116.72,4067.45,11344.11,1012.4,66542.34,1547.17,3207.75,28233.2
2023/9/7,3122.35,4058.95,11426.84,1014.05,65932.92,1550.36,3226.59,28155.58
2023/9/6,3158.08,4037.87,11427.66,1038.58,66747.11,1548.78,3222.88,28211.46
2023/9/5,3154.37,4053.42,11437.25,1050.99,67828.6,1547.86,3226.83,28652.18
2023/9/4,3177.06,4068.65,11513.04,1063.41,68356.52,1548.68,3238.97,28647.33
2023/9/1,3133.25,4090.04,11528.73,1055.43,69017.61,1561.51,,28650.49
2023/8/31,3119.88,4082.87,11554.48,1059.17,68431.46,1565.94,3233.3,28831.52
2023/8/30,3137.14,4067.18,11521.12,1052.06,68979.76,1576.67,3220.22,28916.7
2023/8/29,3135.89,4084.81,11528.12,1059.98,68794.91,1568.81,3223.09,28889.76
2023/8/28,3098.64,4099.52,11479.01,1057.97,68721.61,1562.97,3213.68,28544.56
2023/8/25,3064.07,4099.49,11467.66,1043.84,67706.43,1560.2,3189.88,28208.45
2023/8/24,3082.24,4106.69,11502.13,1043.51,68007.57,1557.41,3180.72,28072.12
2023/8/23,3078.4,4099.49,11571.93,1051.15,68153.41,1549.01,3174.18,28233.8
2023/8/22,3120.33,4068.52,11485.26,1057.56,68161.12,1545.6,3159.88,28164.99
2023/8/21,3092.98,4053.64,11458.69,1057.02,68295.2,1525.85,3154.03,27986.92
2023/8/18,3131.95,4050.59,11611.19,1047.03,68084.46,1519.12,3173.93,27761.98
2023/8/17,3163.74,4049.09,11651.58,1028.93,68299.82,1528.81,3196.75,27879.35
2023/8/16,3150.13,4045.64,11763.11,1014.61,68885.11,1519.56,3213.58,28169.96
2023/8/15,3176.18,4051.19,11820.74,1010.19,,1520.73,3232.74,
2023/8/14,3178.43,4058.79,11826.42,1009.43,70144.12,,3247.7,28435.49
2023/8/11,3189.25,4064.31,11836.71,1000.89,70503.71,1535.16,3294.28,28274.74
2023/8/10,3254.56,4048.85,11811.77,1017.71,70897.73,1533.41,3322.93,28575.05
2023/8/9,3244.49,4070.54,11838.26,1004.72,69991.47,1528.3,,28308.09
2023/8/8,3260.62,4077.73,11868.75,999.8,69749.31,1518.44,3313.79,27942.25
2023/8/7,3268.83,4079.42,11908.03,1017.03,70846.61,1532.51,3309.87,28547.61
2023/8/4,3288.08,4083.18,11943.2,1015.74,71471.63,1530.46,3292.39,28586.37
2023/8/3,3280.46,4051.18,11936.62,1046.57,70751.1,1529.01,3304.06,28702.74
2023/8/2,3261.69,4083.71,11962.04,1040.15,70814.36,1550.28,3325.02,28974.54
2023/8/1,3290.95,4077.28,11946.11,1055.79,72115.48,,,29356.16
2023/7/31,3291.04,4059.27,12056.15,1057.43,72268.53,1556.06,3373.98,29644.71
2023/7/28,3275.93,4036.88,11946.74,1033.67,71965.41,,3371.17,29500.2
2023/7/27,3216.67,4029.24,11954.11,1039.04,71986.43,1543.27,3337.42,29597.81
2023/7/26,3223.03,4039.48,11954.73,1038.74,71385.58,1524.59,3304.96,28980.45
2023/7/25,3231.52,4014.86,11933.86,1038.57,71941.81,1526.3,3286.16,28966.41
2023/7/24,3164.16,3993.83,12018.23,1023.34,71717.01,1523.81,3265.14,28908.42
2023/7/21,3167.75,,11940.44,1012.37,71298.19,1529.25,3278.3,28855.09
2023/7/20,3169.52,3986.36,11932.1,1016.53,71377.56,1521.18,3274.38,28815.75
2023/7/19,3198.84,,11944.54,1015.13,71636.2,1536.64,3275.24,28712.31
2023/7/18,3197.82,4021.96,11932.81,1024.98,71383.58,1535.3,3254.26,28706.76
2023/7/17,3209.63,4018.95,11938.92,1009.79,70682.89,1528.77,3254.43,28608.54
2023/7/14,3237.7,4009.83,,1014.62,70242.39,1517.92,3248.63,28663.3
2023/7/13,3236.48,4004.69,12013.43,1008.56,69740.36,1494.02,3238.46,28774.77
2023/7/12,3196.13,3987.07,11908.27,1004.98,69667.83,1491.14,3175.36,28552.18
2023/7/11,3221.37,3985.41,11909.81,997.64,67934.82,1496.96,3163.84,28061.59
2023/7/10,3203.7,3977.27,11912.73,993.19,67516.6,1496.89,3149.32,27872
2023/7/7,3196.61,3962.42,11980.12,976.08,67181.67,1490.51,3139.47,27778.32
2023/7/6,3205.57,3962.42,11959.33,970.93,66408.37,1490.46,3150.43,27506.91
2023/7/5,3222.95,3924.41,11993.97,969.33,66461.04,1508.87,3185.38,28220.18
2023/7/4,3245.35,3930.93,11980.33,987.43,67473.88,1515.31,3203.77,28386.88
2023/7/3,3243.98,3878.52,11916.87,992.94,67962.32,1506.84,3207.1,28446.9
2023/6/30,3202.06,,11916.47,982.94,67283.22,1503.1,3205.91,28230.83
2023/6/29,3182.38,,11704.37,1006.83,67245.28,1479.57,,27928.44
2023/6/28,3189.38,,11705.91,1014.68,66690.08,1466.93,3207.28,27637.46
2023/6/27,3189.44,,11649.2,1028.24,66398.81,1478.1,3205.35,27401.09
2023/6/26,3150.62,3791.99,11638.68,1021.38,67119.55,1485.32,3189.68,27242.91
2023/6/23,,3792.51,11737.55,1039.99,66272.99,1505.52,3191.6,27209.66
2023/6/22,,3776.39,11739.05,1056.18,67277.2,1509.31,3222.43,27410.08
2023/6/21,3197.9,3782.23,11776.25,1057.74,67178.62,1522.12,3223.66,27609.37
2023/6/20,3240.36,3774.24,11789.37,1042.91,66889.25,1537.59,3220.23,27576.11
2023/6/19,3255.81,3787.07,11750.75,1054.31,67358.25,1556.92,3241.17,27754.18
2023/6/16,3273.33,3789.13,11800.04,1047.47,67850.51,1559.39,3260.03,27861.8
2023/6/15,3252.98,3734.26,11687.45,1054.3,67556.07,1557.71,3242.85,27731.78
2023/6/14,3228.99,3717.07,11678.62,1035.79,67005.54,1561.15,3218.14,27809.09
2023/6/13,3233.67,3712.68,11652.84,1030.64,65619.25,1562.4,3189.4,27566.03
2023/6/12,3228.83,3701.91,11615.55,,66297.57,1551.41,3196.07,27410.47
2023/6/9,3231.41,3698.69,11690.34,1032.29,66531.53,1555.11,3186.97,27162.02
2023/6/8,3213.59,3687.63,11715.74,1032.85,,1559.5,3186.61,27275.04
2023/6/7,3197.76,3687.63,11759.74,1035.93,66093.75,1533.21,3179.58,27055.5
2023/6/6,3195.34,3677.98,11884.98,1038.18,66567.5,1528.54,3190.11,27036.67
2023/6/5,3232.44,3652.64,11880.9,1048.37,65683.04,,3189.01,26856.85
2023/6/2,3230.07,3603.25,11880.9,1051.53,65654.39,1531.2,,27068.33
2023/6/1,3204.63,3582.12,11916.13,1061.89,63636.25,1521.4,3166.3,26575.69
2023/5/31,3204.56,3576.63,11844.86,1055.41,62285.97,1533.54,3158.8,26051.33
2023/5/30,3224.21,3567.3,11878.71,1047.6,63820.35,1534.81,3187.56,26575.76
2023/5/29,3221.45,3543.62,11935.65,1064.18,64683.98,1540.97,3195.22,26617.35
2023/5/26,3212.5,3541.41,11830.03,1055.63,64788.01,1530.84,3207.39,26713.4
2023/5/25,3201.26,3525.81,11959.85,1040.48,63671.87,1535.42,3207.72,26408
2023/5/24,3204.75,3530.15,11971.83,1043.95,64116.96,1536.51,,26524.54
2023/5/23,3246.24,3533.23,11944.2,1038,65419.25,1534.84,3218.08,27174.97
2023/5/22,3296.47,3549.3,11993,1035.8,65430.97,1529.24,3211.09,27310.7
2023/5/19,3283.54,3544.53,12099.74,1036.6,64919.22,1514.89,3202.59,27520.33
2023/5/18,3297.32,3555.5,11976.08,1033.36,63629.04,1526.69,3182.55,27235.65
2023/5/17,3284.23,3565.82,11951.66,1039.58,63519.2,1522.74,3173.84,27196.46
2023/5/16,3290.99,3509.1,11945.87,1030.68,63940.58,1539.84,3214.04,27198.87
2023/5/15,3310.74,3525.43,11937.6,1037.13,63691.31,1541.38,3214.72,27245.46
2023/5/12,3272.36,3559.09,11938.84,1038.32,63669.39,1561.35,3208.55,27347.32
2023/5/11,3309.55,3568.83,11887.76,1064.56,63144.1,1567.4,3229.55,27098.89
2023/5/10,3319.15,3572.99,11987.3,1052.44,63573.42,1569.56,3242.29,27264.77
2023/5/9,3357.67,3571.09,11889.61,,63189.09,1564.66,3242.95,27383.53
2023/5/8,3395,3582.84,11942.49,1019.29,63135.67,1562.25,3257.66,27426.23
2023/5/5,3334.5,3583.09,11889.01,1033.68,62692.96,,3266.63,27348.57
2023/5/4,3350.46,3590.62,11968.55,1018.72,61875.44,,3269.18,26670.29
2023/5/3,,3577.77,11907.99,1008.49,,1533.3,3262.01,26835.31
2023/5/2,,3575.56,12037.81,1019.67,62839.63,1528.43,3281.99,26630.09
2023/5/1,,3538.05,12002.97,,,,,
2023/4/28,3323.27,3544.79,12019.84,1033.57,62948.5,1529.12,3270.51,27077.44
2023/4/27,3285.88,3515.91,11918.22,1024.44,63569.86,1531.23,3282.03,27158
2023/4/26,3264.1,3489.78,11934.98,1011.06,61980.14,1543.95,3293.91,27107.51
2023/4/25,3264.87,3506.38,12026.39,1013.87,62147.08,1540.2,3296.56,27253.48
2023/4/24,3275.41,3498.28,12026.39,1020.88,62642.5,1557.87,3324.55,27537.07
2023/4/21,3301.26,,11927.5,1019.2,62409.21,1558.36,3321.82,27745.81
2023/4/20,3367.03,,11879.68,1018.6,62756.88,1565.1,3313.41,27627.12
2023/4/19,3370.13,3471,11917.82,1004.59,62435.08,1580.73,3324.05,27933.61
2023/4/18,3393.33,3511.67,11884.1,1010.87,62496.3,1593.85,3309.56,27891.43
2023/4/17,3385.61,3513.89,11936.15,1004.62,61656.26,1600.41,3319.26,27700.21
2023/4/14,3338.15,3491.93,11880.56,982.94,61293.06,,3302.66,27872.24
2023/4/13,3318.36,3487.44,11930.86,982.94,60938.85,,3294.54,27626.61
2023/4/12,3327.18,3496.52,11917.5,975.46,60262.5,1592.67,3286.12,27629.34
2023/4/11,3313.57,3444.22,11873.58,973.39,59538.91,1597.1,3297.83,27525.51
2023/4/10,3315.36,3411.8,11844.41,983.86,,1593.13,3294.43,
2023/4/7,3327.65,3410.51,,974.52,,1577.07,,
2023/4/6,3312.63,3414.6,11870.08,967.11,58538.87,,3300.48,27213.86
2023/4/5,,3429.63,11866.83,987.51,58548.76,1571.13,3318.87,26867.39
2023/4/4,3312.56,3454.6,11898.56,983.46,59027.2,1594.05,3311.12,27026.56
2023/4/3,3296.4,3436.57,11838.79,988.8,59045.1,1600.37,3281.08,27179.37
2023/3/31,3272.86,3406.72,11884.5,996.76,58608.76,1609.17,3258.9,27113.95
2023/3/30,3261.25,3425.56,11933.17,1006.43,58665.21,1605.42,3257.18,27021.04
2023/3/29,3240.06,3400.67,11736.75,1004.56,57173.15,1610.52,3262.54,26739.01
2023/3/28,3245.38,3384.41,11771.27,999.83,56770,1606.91,3255.54,26329.46
2023/3/27,3251.4,3326.4,11612.86,1001.94,56502.5,1593.37,3239.03,26206.67
2023/3/24,3265.65,3349.48,11580.81,977.75,56024.38,1591.85,3212.64,25892.18
2023/3/23,3286.65,3363.85,11594.94,989.43,56983.56,1593.65,3219,26482.21
2023/3/22,3265.75,3392.72,11586.93,980.02,56989.76,1585.08,3220.98,26523.33
2023/3/21,3255.65,3381.04,11531.3,983.95,57317.98,1577.18,3173.93,26554.33
2023/3/20,3234.91,3344.12,11564.75,979.83,56451.04,1555.45,3139.76,25899.57
2023/3/17,3250.55,3349.24,11725.62,948.97,56283.05,1563.67,3183.28,25494.54
2023/3/16,3226.89,3306.81,11699.02,927.3,56905.06,1554.65,3155.54,25918.76
2023/3/15,3263.31,3310.33,11617.27,936.95,56844.08,1565,3172.92,25565.84
2023/3/14,3245.31,3304.43,11595.47,957.88,58386.16,1523.89,3129.75,26800.98
2023/3/13,3268.7,3354.33,11672.9,954,58204.15,1573.07,3132.37,26183.54
2023/3/10,3230.08,3385.51,11727.04,942.75,59570,1599.65,3177.43,27281.96
2023/3/9,3276.09,3409.52,11826.15,950.93,60642.79,1614.22,3214.51,27710.53
2023/3/8,3283.25,3427.05,11855.54,,61096.28,1612.6,3226.86,27911.52
2023/3/7,3285.1,3429.3,11919.56,951.38,60852.51,1618.51,3245.27,27761.57
2023/3/6,3322.03,3456.18,11912.48,958.26,61253.26,,3239.31,27949.29
2023/3/3,3328.39,3420.26,11868.79,945.41,60205.87,1606.88,3232.02,27825.08
2023/3/2,3310.65,3435.89,11900.86,942.61,59469,1612.64,3234.9,27397.6
2023/3/1,3312.35,3447.05,11876.35,955.81,60502.07,1619.98,3255.08,27315.08
2023/2/28,3279.61,3437.76,11894.58,946.23,60181.4,1622.35,3262.63,27478.37
2023/2/27,3258.03,3417.96,11793.33,945.29,59406.03,1627.35,3263.24,27444.31
2023/2/24,3267.16,3419,11905.75,914.16,59051.34,1634.02,3282.3,26986.35
2023/2/23,3287.48,3411.87,11888.5,,59474.66,1652.47,3264.93,27277.62
2023/2/22,3291.15,3426.59,11794.22,929.43,58700.74,1659.48,3300.04,27101.53
2023/2/21,3306.52,3458,11801.49,928.98,59514.95,1668.63,3306.86,27409.34
2023/2/20,3290.34,3462.13,11896.05,921.51,60242.74,1657.69,3308.75,27597.01
2023/2/17,3224.02,3457.72,12144.66,920.19,60459.17,1651.67,3328.37,27751.14
2023/2/16,3249.03,3469.59,12157.75,906.71,60608.71,1658.29,3311.23,27853.74
2023/2/15,3280.49,3463.74,12083.12,914.94,60584.75,1647.39,3280.82,27533.69
2023/2/14,3293.28,3459.1,12074.47,952.85,60141.79,1652.76,3318.2,27498.26
2023/2/13,3284.16,3469.77,12075.18,965.86,60106.84,1664.89,3324.7,27438.61
2023/2/10,3260.67,3453.85,12178.76,971.95,60008.87,1664.57,3360.69,27268.17
2023/2/9,3270.38,3445.7,12118.67,977.98,61394.17,1669.17,3359.48,27503.75
